3e-06 	0 0   0  0  0  0  0
9e-06 	0 0   0  0  0  0  0
1.5e-05 	0 0   0  0  0  0  3.597338e-07
2.1e-05 	0 0   0  0  0  4.675589e-06  1.131917e-05
2.7e-05 	0 0   0  0  3.990425e-06  1.563074e-05  2.384606e-05
3.3e-05 	0 0   0  0  7.171778e-06  5.678452e-05  9.821945e-05
3.9e-05 	0 0   0  2.424352e-06  2.119368e-05  0.0002559368  0.0005008009
4.5e-05 	0 0   2.042967e-06  4.87807e-06  5.211486e-05  0.0007553789  0.0013643
5.1e-05 	0 0   5.603506e-06  1.167308e-05  0.0001561199  0.001737251  0.002505488
5.7e-05 	0 0   9.793532e-06  2.252845e-05  0.000420315  0.003256383  0.004071738
6.3e-05 	0 0   1.517948e-05  3.887335e-05  0.001153683  0.005399391  0.00670218
6.9e-05 	0 2.262633e-06   3.169427e-05  7.676345e-05  0.002302946  0.008102274  0.01031205
7.5e-05 	0 2.097333e-06   4.902939e-05  0.0001445595  0.003989548  0.01030674  0.01235504
8.1e-05 	0 3.444516e-06   9.411632e-05  0.0003011806  0.005696307  0.01224491  0.01536724
8.7e-05 	0 5.835532e-06   0.000169103  0.0006669367  0.006822912  0.01509674  0.01733625
9.3e-05 	0 6.993563e-06   0.000275245  0.001316162  0.008386552  0.01719613  0.0205475
9.9e-05 	0 1.096498e-05   0.0004671319  0.002086712  0.01065414  0.01900308  0.02357252
0.000105 	0 1.260479e-05   0.0006675189  0.003150829  0.01205716  0.02183461  0.02583909
0.000111 	0 1.993917e-05   0.001079605  0.004163392  0.01409375  0.02380116  0.02665809
0.000117 	4.549057e-07 2.816789e-05   0.001612199  0.004918135  0.01624682  0.02523703  0.02901618
0.000123 	2.793758e-06 3.990249e-05   0.002495407  0.005551282  0.01755551  0.02918945  0.03008107
0.000129 	1.212445e-06 9.033176e-05   0.003122299  0.00680466  0.01926  0.03031297  0.0322066
0.000135 	2.213033e-06 0.0001197283   0.003434717  0.008604415  0.02155798  0.03114916  0.03367147
0.000141 	7.139638e-06 0.000197489   0.004521974  0.009978509  0.02275836  0.03534277  0.03725975
0.000147 	3.659169e-06 0.0003181164   0.005294657  0.01062264  0.02405131  0.03496122  0.0387332
0.000153 	5.329435e-06 0.0005658812   0.006448074  0.01239074  0.025097  0.03611244  0.0396169
0.000159 	7.552747e-06 0.0008446172   0.007754266  0.01362921  0.02745052  0.03564695  0.03984312
0.000165 	9.215279e-06 0.001194251   0.008247071  0.01426144  0.03009219  0.03630019  0.04042183
0.000171 	9.467728e-06 0.001608993   0.009783529  0.01557204  0.03189592  0.03539097  0.03860931
0.000177 	9.389932e-06 0.001966855   0.0105645  0.01697516  0.03206247  0.03415449  0.03722457
0.000183 	1.64143e-05 0.002300232   0.01097928  0.01676397  0.03346607  0.03342156  0.03674805
0.000189 	2.899417e-05 0.002720232   0.01199997  0.01909528  0.03232371  0.03252956  0.03505096
0.000195 	2.717495e-05 0.003539015   0.01322683  0.02065338  0.03403698  0.03109474  0.03601391
0.000201 	3.285785e-05 0.004065573   0.01396086  0.02124341  0.03375789  0.0293955  0.03490827
0.000207 	3.148566e-05 0.004805254   0.01528197  0.02151234  0.03404777  0.02788706  0.03349145
0.000213 	4.124322e-05 0.004922892   0.01595454  0.02422267  0.03351286  0.02875713  0.02935842
0.000219 	5.123269e-05 0.005501627   0.01617875  0.02372325  0.03327612  0.02635001  0.02692565
0.000225 	7.976408e-05 0.005542181   0.01744984  0.02641489  0.03349279  0.02508061  0.02636073
0.000231 	0.0001255035 0.006390109   0.01855484  0.02532963  0.03236697  0.02360852  0.02310559
0.000237 	0.0001612941 0.006706623   0.01933061  0.02712513  0.03165855  0.02136897  0.02227808
0.000243 	0.0002015387 0.008139672   0.01999373  0.02554945  0.03008879  0.02090393  0.01967037
0.000249 	0.0002459415 0.008994036   0.02142956  0.02540306  0.02787837  0.01898425  0.01725783
0.000255 	0.0003069587 0.009521976   0.02264627  0.02603864  0.02573097  0.01685385  0.01375414
0.000261 	0.0004363633 0.01014431   0.02287039  0.02550482  0.02462073  0.01557021  0.01256591
0.000267 	0.0004885909 0.01050229   0.02349666  0.02686729  0.02268275  0.01524401  0.009683594
0.000273 	0.0007925834 0.01099917   0.02447588  0.02432508  0.02232373  0.01232708  0.008939287
0.000279 	0.001022793 0.01153021   0.02475292  0.02407638  0.02020363  0.01186681  0.00868454
0.000285 	0.001268283 0.0121963   0.02430133  0.02449594  0.02018799  0.0110189  0.006272251
0.000291 	0.001547989 0.01264542   0.02618576  0.02284144  0.01474476  0.01056001  0.005322607
0.000297 	0.001689232 0.01346006   0.02487743  0.02272101  0.01375453  0.009509423  0.004677685
0.000303 	0.001951597 0.01373906   0.02552192  0.02109593  0.01467859  0.008179102  0.004014523
0.000309 	0.002182099 0.01304955   0.02435856  0.02039959  0.01143379  0.007796339  0.003859732
0.000315 	0.002716505 0.0148445   0.02363454  0.02136862  0.01088886  0.007735763  0.002589431
0.000321 	0.002816381 0.01481914   0.02409457  0.01824258  0.008696532  0.006618249  0.002569305
0.000327 	0.002938378 0.01506461   0.02361443  0.01862392  0.008899947  0.006027338  0.001946884
0.000333 	0.003459839 0.01494315   0.02264858  0.01633838  0.007316433  0.005184058  0.00166743
0.000339 	0.004114661 0.01561198   0.02341133  0.01645117  0.005949092  0.004170783  0.001301583
0.000345 	0.004770203 0.01536437   0.02210011  0.01749597  0.005716646  0.003649411  0.001205288
0.000351 	0.005092683 0.01572891   0.02072307  0.01620637  0.004234635  0.002756071  0.0008734968
0.000357 	0.005444942 0.01510603   0.0205379  0.0147196  0.003817503  0.002520032  0.001022101
