3.00E-06	0 0   0  0  0  0  0
9.00E-06	0 0   0  0  0  0  0
1.50E-05	0 0   0  0  0  0  3.403392e-06
2.10E-05	0 0   0  0  0  5.266898e-06  8.649961e-06
2.70E-05	0 0   0  0  4.705441e-06  1.675074e-05  2.327505e-05
3.30E-05	0 0   0  0  6.997914e-06  6.609072e-05  0.0001215451
3.90E-05	0 0   0  2.745915e-06  2.264507e-05  0.0002920539  0.0005063832
4.50E-05	0 0   2.492592e-06  5.29741e-06  5.98327e-05  0.0008327885  0.001458913
5.10E-05	0 0   6.881139e-06  1.297973e-05  0.0001748488  0.001835002  0.003293961
5.70E-05	0 0   8.953494e-06  2.292588e-05  0.0004969291  0.003524218  0.004865889
6.30E-05	0 3.775306e-08   1.912941e-05  4.401142e-05  0.001258505  0.005707542  0.007429512
6.90E-05	0 2.284288e-06   3.265851e-05  8.419246e-05  0.002501454  0.008895192  0.01026714
7.50E-05	0 2.89407e-06   5.536619e-05  0.0001584856  0.004369133  0.01066381  0.01192296
8.10E-05	0 2.971996e-06   0.0001065451  0.0003391675  0.006157693  0.01288067  0.01488773
8.70E-05	0 6.627128e-06   0.0001822596  0.0007989268  0.007236632  0.01565058  0.01741919
9.30E-05	0 7.722824e-06   0.0002896831  0.00144547  0.008769111  0.01780588  0.01966652
9.90E-05	0 1.1388e-05   0.000513939  0.002372995  0.01106212  0.01986472  0.02327465
0.000105	0 1.292906e-05   0.000743895  0.003388942  0.01245775  0.02265473  0.02539685
0.000111	0 2.188934e-05   0.001212639  0.004323382  0.01509692  0.02446115  0.02737305
0.000117	1.363381e-06 2.989816e-05   0.001741218  0.005183463  0.01682234  0.02613082  0.03138131
0.000123	2.277248e-06 4.783746e-05   0.002787919  0.005814638  0.01770112  0.02974232  0.03182564
0.000129	1.057014e-06 0.0001005272   0.003212847  0.007447501  0.02028049  0.03137724  0.03336314
0.000135	4.026534e-06 0.0001394   0.003827265  0.009072039  0.02253819  0.03266147  0.035299
0.000141	6.835153e-06 0.0002301778   0.004804459  0.01026128  0.02308571  0.0351092  0.03806365
0.000147	2.418704e-06 0.000353628   0.005599322  0.0111592  0.02495441  0.03597676  0.03887256
