2e-05 	0.914627  0.591738   0.2074285  0.1364248  0.01315159  0.01059267  0.0015569
6e-05 	0.06166167  0.1641924   0.2011838  0.1468544  0.03974953  0.02548306  0.007650332
0.0001 	0.0144424  0.07765452   0.1279296  0.1044581  0.05552222  0.03875281  0.01580034
0.00014 	0.005280974  0.04455323   0.08795861  0.08079887  0.05708722  0.03726693  0.01987085
0.00018 	0.00199762  0.02825862   0.06222061  0.06365801  0.05594934  0.03428146  0.02456085
0.00022 	0.000797244  0.01975328   0.04466881  0.05096769  0.04942738  0.03267668  0.02562122
0.00026 	0.0003856489  0.01434482   0.03489299  0.04091467  0.04576941  0.03168724  0.02834824
0.0003 	0.0002556223  0.01011653   0.02666593  0.03516519  0.04113926  0.02956681  0.03006578
0.00034 	0.0001580252  0.007355211   0.02120916  0.03005581  0.03722896  0.02712545  0.02698378
0.00038 	8.770413e-05  0.005704818   0.01766577  0.02593073  0.03351116  0.02602805  0.02732315
0.00042 	5.203658e-05  0.00482487   0.01422885  0.02123257  0.02963513  0.02315655  0.02413308
0.00046 	3.461508e-05  0.004120135   0.01275581  0.01848103  0.02631496  0.02264408  0.02280501
0.0005 	2.853405e-05  0.003421306   0.01131116  0.01690862  0.02475162  0.02147618  0.02308758
0.00054 	1.893929e-05  0.003125985   0.00997793  0.0138632  0.02179873  0.01804961  0.02272617
0.00058 	2.339701e-05  0.002583135   0.008430478  0.01247748  0.0207585  0.01828571  0.02108503
0.00062 	1.434547e-05  0.002144107   0.007518788  0.01135691  0.01738403  0.01627408  0.01995385
0.00066 	1.545311e-05  0.001986901   0.006660382  0.01026136  0.01731349  0.01593691  0.01898501
0.0007 	1.116537e-05  0.001585063   0.006396821  0.009870465  0.01649262  0.01545686  0.01770513
0.00074 	1.421699e-05  0.001235273   0.00501748  0.008843209  0.01410169  0.0137709  0.01548689
0.00078 	1.158326e-05  0.00113212   0.00496802  0.007686393  0.01343283  0.01350545  0.01527363
0.00082 	7.448403e-06  0.0009354719   0.00451895  0.006970962  0.01242465  0.01358159  0.01436405
0.00086 	6.983942e-06  0.0008871722   0.003819484  0.006039662  0.01279608  0.01186698  0.01405963
0.0009 	4.896653e-06  0.0007259262   0.00390761  0.005618701  0.01144522  0.01265909  0.01286483
0.00094 	4.506837e-06  0.0007082789   0.003407669  0.005418679  0.01008021  0.01128166  0.0124908
0.00098 	2.140438e-06  0.0006460244   0.003235169  0.005034673  0.009916088  0.01093249  0.01270808
0.00102 	2.273805e-06  0.0005276858   0.003080956  0.004909247  0.01009343  0.01058487  0.01114058
0.00106 	3.498153e-06  0.0005370823   0.002839139  0.004821901  0.008446045  0.009105766  0.01024279
0.0011 	3.210992e-06  0.0004969616   0.002462555  0.004376999  0.008801764  0.009602619  0.01092507
0.00114 	2.165878e-06  0.0004191185   0.002678437  0.004193644  0.007889638  0.009295481  0.01037784
0.00118 	2.415297e-06  0.0003491417   0.00231729  0.003718036  0.007971292  0.008995273  0.009715069
0.00122 	2.295329e-06  0.0003520297   0.002171559  0.003265316  0.007083109  0.008458412  0.009220808
0.00126 	1.63294e-06  0.0003112682   0.002031427  0.003140048  0.007023029  0.008157224  0.009432112
0.0013 	2.570885e-06  0.0002851467   0.001852088  0.002990164  0.006992006  0.007923207  0.008615459
0.00134 	1.951828e-06  0.0002444563   0.001867092  0.003236398  0.00603474  0.008265515  0.008745734
0.00138 	1.929424e-06  0.0002519159   0.001568618  0.002758359  0.006032484  0.007636604  0.008248929
0.00142 	1.212798e-06  0.0001760677   0.001427679  0.002641523  0.00543612  0.007066042  0.00912793
0.00146 	9.472907e-07  0.0001873547   0.001823054  0.002682358  0.005513195  0.00720487  0.007313872
0.0015 	1.360708e-06  0.0001610944   0.00149825  0.002382094  0.004524056  0.006841862  0.007687364
0.00154 	1.943785e-06  0.0001504617   0.001232379  0.002235241  0.005125041  0.005725407  0.007697917
0.00158 	1.453633e-06  0.0001419355   0.001265717  0.002543866  0.004841787  0.006227175  0.006670881
0.00162 	1.215759e-06  0.0001256425   0.001017757  0.002071957  0.004489369  0.00593093  0.007068133
0.00166 	7.53804e-07  0.0001111358   0.00109438  0.001981269  0.004320616  0.006276646  0.006333264
0.0017 	1.035853e-06  0.0001199578   0.001095017  0.002114465  0.004069304  0.006074911  0.006524472
0.00174 	7.39731e-07  0.0001236075   0.001017541  0.001975449  0.003813585  0.005789558  0.00617058
0.00178 	6.516768e-07  8.320569e-05   0.000832551  0.001824429  0.003640001  0.005153519  0.00583654
0.00182 	9.375374e-07  7.035495e-05   0.0008979891  0.001709239  0.00343146  0.005018693  0.005486493
0.00186 	1.602486e-06  6.476067e-05   0.0008694895  0.001671238  0.003799574  0.005442112  0.006398355
0.0019 	2.112737e-07  5.218144e-05   0.0007792226  0.001629373  0.003194827  0.004954526  0.005580954
0.00194 	2.214209e-07  5.115671e-05   0.0007831415  0.001439454  0.003205888  0.004643579  0.005294067
0.00198 	3.516441e-07  5.89901e-05   0.0008663883  0.001368598  0.003235443  0.005141373  0.005775863
0.00202 	2.577747e-07  4.591406e-05   0.000670952  0.001304667  0.003220996  0.004410685  0.004659328
0.00206 	4.283396e-07  4.408024e-05   0.0006969585  0.001236443  0.002853587  0.004320651  0.005063542
0.0021 	1.332036e-07  3.891631e-05   0.000567478  0.001266225  0.002856818  0.004460638  0.004806209
0.00214 	5.512019e-07  3.374293e-05   0.0005922158  0.001225188  0.0029618  0.004138707  0.005007691
0.00218 	1.576331e-07  2.68e-05   0.0005041944  0.001302011  0.002784721  0.004257553  0.004748732
0.00222 	4.145413e-07  2.688112e-05   0.0005986107  0.001119405  0.002626118  0.003730194  0.004433959
0.00226 	6.556814e-07  3.083715e-05   0.0005141527  0.0009775567  0.002325352  0.003552982  0.003978419
0.0023 	6.71462e-07  3.134441e-05   0.0005952156  0.001153008  0.002527446  0.004015205  0.004029497
0.00234 	5.232672e-07  1.843093e-05   0.0004444275  0.00114689  0.002369945  0.003787551  0.004140817
0.00238 	3.113568e-07  2.443175e-05   0.0004576177  0.001074685  0.002659856  0.003784552  0.003879834
0.00242 	2.651097e-07  2.061225e-05   0.0004802691  0.0009808227  0.002357865  0.00354666  0.003511995
0.00246 	5.020483e-07  1.368902e-05   0.0004365392  0.001001608  0.002123517  0.003349137  0.003788549
0.0025 	1.775519e-07  2.156252e-05   0.0004327945  0.0009302845  0.002182882  0.003464799  0.003806232
0.00254 	4.193389e-07  1.844905e-05   0.0004652102  0.0009521783  0.001909939  0.003467302  0.00391733
0.00258 	1.873155e-06  1.777558e-05   0.0004054558  0.0009110811  0.002016208  0.003195868  0.003453752
0.00262 	1.241601e-06  2.353044e-05   0.0003917424  0.0007739319  0.002103867  0.003409065  0.003595678
0.00266 	5.425859e-07  1.824787e-05   0.0003933085  0.0007149565  0.00205246  0.003303052  0.003574762
0.0027 	7.685461e-07  1.379067e-05   0.0003405332  0.0008306264  0.001825387  0.0033181  0.003310994
0.00274 	7.223778e-07  1.086126e-05   0.0003625193  0.0008798757  0.00200088  0.002854214  0.003190271
0.00278 	1.976812e-07  1.175925e-05   0.000302175  0.0006454328  0.001850193  0.002531117  0.002878929
0.00282 	2.633009e-07  9.5244e-06   0.0003494413  0.0007364892  0.00196465  0.002469734  0.003034256
0.00286 	2.705999e-07  8.921926e-06   0.0002507421  0.0007991216  0.001737265  0.002694071  0.002775482
