t	Imed
0	7626.685234
13.205	7628.978054
26.409	7633.601873
39.612	7627.757376
52.818	7614.936354
66.02	7585.347113
79.224	7543.667496
92.429	7492.40938
105.633	7469.64168
118.837	7405.307733
132.04	7180.935007
145.245	7138.210888
158.449	7058.561779
171.652	7125.02985
184.857	7022.108146
198.061	6940.816628
211.264	6903.113171
224.468	6976.070457
237.673	6902.814096
250.877	6897.981284
264.08	6903.55988
277.285	6896.630971
290.489	6881.802851
303.692	6862.374257
316.897	6850.783002
330.1	6813.648324
343.305	6792.534402
356.508	6766.0499
369.713	6754.191364
382.916	6742.640398
396.121	6684.700218
409.325	6647.425779
422.529	6613.037234
435.732	6612.005109
448.937	6593.32264
462.141	6569.368611
475.344	6555.527495
488.549	6503.615072
501.752	6483.580881
514.957	6466.743581
528.161	6435.361797
541.365	6416.297173
554.568	6385.151849
567.772	6206.08233
580.977	6168.384577
594.181	6133.322745
607.384	6100.050518
620.588	6074.543567
633.793	6043.863601
646.997	6018.856417
660.2	5982.404866
673.405	5973.289163
686.609	5948.50385
699.813	5927.535571
713.016	5905.797098
726.22	5911.588261
739.425	5911.697109
752.629	6005.522006
765.832	6006.41283
779.036	5996.213262
792.241	5969.085443
805.444	5956.789176
818.649	5947.197284
831.852	5939.467638
845.057	5932.322632
858.261	5921.726693
871.465	5906.114065
884.668	5890.147532
897.873	5880.961139
911.077	5869.194742
924.28	5834.381495
937.484	5820.423522
950.689	5805.345741
963.892	5797.185768
977.097	5774.476454
990.3	5766.693806
1003.505	5748.801352
1016.709	5739.606435
1029.912	5721.834148
1043.116	5712.674336
1056.32	5686.723367
1069.525	5671.19625
1082.728	5659.912603
1095.932	5612.902209
1109.137	5598.001949
1122.34	5580.580447
1135.545	5564.16305
1148.748	5568.440146
1161.953	5555.620567
1175.156	5551.682917
1188.361	5538.701742
1201.565	5535.85937
1214.769	5521.990412
1227.972	5511.584687
1241.177	5501.574587
1254.38	5483.988448
1267.585	5471.710042
1280.788	5467.074389
1293.993	5455.546465
1307.196	5451.301085
1320.401	5427.128676
1333.604	5415.601506
1346.809	5401.930373
1360.012	5395.534735
1373.217	5384.799434
1386.421	5373.280414
1399.624	5365.299361
1412.829	5350.148259
1426.032	5341.308266
1439.236	5336.170366
1452.44	5304.88024
1465.645	5305.406733
1478.849	5293.733987
1492.053	5278.364725
1505.256	5268.685923
1518.461	5267.297887
1531.665	5254.753694
1544.868	5244.195867
1558.072	5233.86221
1571.276	5225.789031
1584.48	5200.786019
1597.685	5210.690029
1610.888	5196.140603
1624.093	5184.005276
1637.297	5175.999619
1650.5	5175.003895
1663.705	5167.330506
1676.908	5161.756844
1690.113	5147.776084
1703.316	5138.677719
1716.521	5120.972616
1729.724	5112.552127
1742.929	5108.309466
1756.132	5104.607739
1769.337	5093.033809
1782.54	5084.08333
1795.744	5073.757948
1808.949	5070.288345
1822.152	5064.759868
1835.357	5053.437103
1848.561	5036.437376
1861.765	5026.594918
1874.968	5021.014365
1888.173	5019.784556
1901.376	5010.337776
1914.581	4999.619955
1927.785	4999.596131
1940.989	4990.621827
1954.193	4984.170337
1967.396	4972.421288
1980.601	4964.350139
1993.805	4965.53071
2007.008	4951.2948
2020.212	4947.375015
2033.416	4943.428279
2046.62	4935.464859
2059.824	4926.578661
2073.029	4920.023847
2086.233	4915.273617
2099.436	4902.083005
2112.641	4886.426527
2125.844	4888.534362
2139.049	4875.976579
2152.252	4873.478335
2165.457	4863.538587
2178.661	4862.847223
2191.864	4855.335147
2205.069	4851.066229
2218.272	4844.153529
2231.476	4840.693112
2244.681	4823.472399
2257.885	4815.808409
2271.088	4811.962075
2284.293	4797.765327
2297.496	4744.488719
2310.7	4792.087123
2323.905	4780.673577
2337.108	4781.405855
2350.312	4783.523512
2363.517	4773.759738
2376.721	4759.570034
2389.925	4748.194759
2403.128	4748.830303
2416.332	4749.077926
2429.536	4742.822476
2442.741	4737.254408
2455.944	4732.073332
2469.148	4724.672137
2482.352	4720.162866
2495.557	4717.612844
2508.76	4703.108689
2521.965	4705.701599
2535.169	4697.068351
2548.372	4695.230438
2561.576	4690.428241
2574.781	4682.987799
2587.985	4685.095399
2601.188	4672.220748
2614.392	4671.993924
2627.596	4665.028365
2640.801	4651.379988
2654.005	4654.859151
2667.209	4651.528903
2680.412	4637.004586
2693.617	4637.898523
2706.821	4630.52494
2720.024	4628.923589
2733.229	4619.451062
2746.432	4619.783395
2759.637	4609.915001
2772.841	4610.233217
2786.044	4602.575627
2799.249	4596.585882
2812.452	4586.850004
2825.657	4592.965402
2838.86	4589.149918
2852.064	4585.372986
2865.269	4571.219478
2878.472	4577.569571
2891.677	4573.683465
2904.88	4567.41068
2918.085	4559.34407
2931.288	4557.771865
2944.492	4555.949291
2957.697	4554.328254
2970.901	4541.353827
2984.105	4544.314014
2997.309	4540.264787
3010.512	4531.715703
3023.717	4529.05704
3036.921	4526.17905
3050.124	4524.194223
3063.329	4512.422808
3076.532	4516.954589
3089.737	4510.682048
3102.94	4507.595284
3116.144	4501.973031
3129.349	4498.194128
3142.553	4496.522686
3155.756	4493.357623
3168.96	4485.975216
3182.164	4482.957112
3195.369	4475.743568
3208.572	4473.867422
3221.777	4469.600389
3234.981	4474.330384
3248.184	4467.196886
3261.388	4462.038016
3274.593	4459.734214
3287.796	4455.394606
3301.001	4454.890156
3314.204	4446.83272
3327.409	4451.198803
3340.612	4429.729927
3353.816	4434.904438
3367.021	4434.962439
3380.225	4433.046282
3393.429	4437.211883
3406.632	4429.276405
3419.837	4422.597381
3433.04	4419.185246
3446.245	4417.373373
3459.448	4416.222825
3472.652	4402.688815
3485.857	4408.266084
3499.061	4402.724477
3512.265	4405.771651
3525.468	4401.759433
3538.673	4397.663536
3551.877	4395.12869
3565.081	4389.892881
3578.284	4386.527605
3591.488	4383.01885
3604.693	4379.743443
3617.896	4378.059073
3631.1	4379.924794
3644.305	4375.779267
3657.509	4366.255244
3670.713	4362.848366
3683.916	4367.42545
3697.12	4356.568797
3710.324	4352.864693
3723.529	4356.87706
3736.733	4349.224229
3749.936	4348.821575
3763.141	4343.008609
3776.345	4337.299718
3789.548	4341.164892
3802.753	4336.614386
3815.956	4338.948398
3829.16	4326.400272
3842.365	4331.106164
3855.568	4326.115451
3868.772	4325.801922
3881.976	4324.646236
3895.181	4321.497346
3908.384	4314.150073
3921.588	4322.753515
3934.793	4310.496938
3947.997	4309.627513
3961.201	4305.276189
3974.404	4302.612531
3987.608	4305.730595
4000.812	4300.161628
4014.017	4295.400891
4027.22	4282.632974
4040.425	4262.763602
4053.629	4240.960632
4066.832	4224.106272
4080.036	4204.816465
4093.241	4196.907914
4106.445	4203.145697
4119.649	4199.566413
4132.852	4201.352755
4146.056	4184.803601
4159.26	4189.632328
4172.465	4183.080813
4185.669	4183.38819
4198.872	4187.65339
4212.076	4179.906099
4225.281	4174.238296
4238.484	4167.599202
