t	Imed
0.001	8600.728806
15.001	8609.225892
30	8594.130228
45.001	8580.258063
60	8548.374089
75.001	8529.73924
90	8509.594822
105.001	8492.254428
120	8471.6896
135.001	8449.969067
150	8420.897725
165.001	8395.773814
180.001	8385.822025
195	8356.304584
210.001	8336.077739
225	8308.950246
240.001	8289.920069
255.001	8262.866441
270	8238.545806
285	8209.734321
300	8199.152016
315.001	8179.956333
330.001	8143.623762
345	8124.344535
360	8107.137771
375.001	8087.374297
390	8059.826925
405.001	8029.526576
420.001	8018.988572
435.001	8006.692913
450	7972.218454
465.001	7963.872543
480	7948.10388
495.001	7931.802117
510.001	7906.807115
525.001	7881.468538
540.001	7871.142026
555.001	7854.18623
570.001	7822.228301
585.001	7809.782335
600	7778.308101
615.001	7784.086064
630	7748.297558
645	7740.655001
660.001	7727.261604
675.001	7707.030938
690	7681.364825
705	7663.069314
720.001	7646.550328
735.001	7642.266063
750	7608.929433
765	7580.481135
780.001	7575.652315
795	7564.984528
810	7539.903104
825.001	7522.823793
840.001	7501.425989
855	7501.069227
870	7474.376998
885.001	7461.49997
900.001	7447.487746
915	7425.526298
930	7410.092475
945.001	7396.030987
960.001	7385.967109
975.001	7370.685713
990.001	7350.159156
1005	7340.164827
1020	7311.489983
1035	7312.59301
1050.001	7279.113278
1065	7279.368817
1080.001	7264.079889
1095	7252.555232
1110.001	7225.141652
1125.001	7208.621039
1140.001	7198.516748
1155	7188.194492
1170.001	7173.104313
1185	7158.007998
1200.001	7132.813687
1215	7127.356114
1230.001	7114.391451
1245	7102.69101
1260	7087.824496
1275	7086.691145
1290.001	7064.482786
1305.001	7060.997513
1320	7026.803975
1335.001	7029.32968
1350	7004.872839
1365.001	6995.203071
1380	6973.279482
1395.001	6975.556601
1410.001	6954.782121
1425	6942.780986
1440	6935.284559
1455.001	6930.735132
1470	6909.061026
1485.001	6898.730022
1500	6896.164445
1515	6883.449116
1530.001	6868.988083
1545.001	6857.290903
1560	6834.424902
1575	6823.935764
1590.001	6821.378035
1605.001	6802.998216
1620.001	6789.13308
1635	6784.798487
1650	6768.043173
1665	6756.198035
1680.001	6747.550317
1695	6740.611155
1710	6723.314438
1725.001	6708.07574
1740.001	6708.539418
1755.001	6689.454433
1770	6678.063794
1785	6682.385757
1800.001	6667.199693
1815.001	6656.003902
1830	6634.413656
1845.001	6628.138289
1860	6626.044339
1875	6617.241794
1890.001	6598.311513
1905.001	6591.275915
1920	6573.530187
1935.001	6573.70477
1950.001	6567.633185
1965.001	6560.366563
1980	6549.124828
1995.001	6532.074843
2010.001	6520.850638
2025	6515.568898
2040.001	6491.202002
