t	Imed
0	11807.90564
13.203	11821.50669
26.404	11848.5116
39.607	11809.31411
52.809	11785.53333
66.01	11753.2291
79.212	11715.73483
92.414	11645.46454
105.617	11502.5625
118.818	11243.65927
132.021	11138.24632
145.222	11062.52078
158.424	10874.81713
171.626	10819.19572
184.829	10740.94523
198.031	10667.4082
211.233	10584.4878
224.435	10545.28486
237.636	10623.19107
250.839	10607.40181
264.04	10429.59592
277.242	10318.01215
290.445	10179.90352
303.646	10134.21848
316.848	10088.64126
330.05	10029.34043
343.252	9983.336099
356.455	9925.807626
369.656	9878.076553
382.859	9822.099922
396.06	9798.756393
409.263	9747.596382
422.465	9636.587648
435.666	9588.357333
448.868	9553.975152
462.071	9552.730331
475.272	9516.874078
488.474	9440.918545
501.677	9387.341062
514.879	9339.526134
528.08	9301.060077
541.282	9254.717074
554.485	9166.458232
567.686	9131.872074
580.889	9106.50823
594.091	9070.815598
607.292	9033.996965
620.494	8990.848083
633.697	8962.131861
646.898	8931.746969
660.101	8897.699085
673.303	8857.606038
686.504	8790.999783
699.707	8749.760109
712.909	8722.014375
726.11	8684.093397
739.313	8656.408601
752.514	8617.976281
765.717	8589.505629
778.919	8572.675252
792.12	8536.821918
805.322	8506.29579
818.525	8460.206531
831.726	8422.380153
844.929	8394.76667
858.13	8374.947639
871.332	8349.511234
884.535	8327.122711
897.736	8297.776197
910.938	8285.884056
924.14	8255.254396
937.343	8215.2801
950.545	8160.228623
963.746	8145.612139
976.949	8144.948187
990.15	8105.845945
1003.353	8079.303822
1016.554	8056.406224
1029.756	8041.096996
1042.958	8000.22111
1056.161	7985.852021
1069.363	7958.828536
1082.565	7926.493173
1095.766	7897.472314
1108.969	7881.477491
1122.17	7861.838467
1135.373	7827.789191
1148.574	7826.572613
1161.776	7798.943335
1174.979	7780.101722
1188.181	7763.587265
1201.382	7749.343768
1214.585	7692.217396
1227.787	7700.10519
1240.989	7684.416504
1254.191	7637.26137
1267.393	7645.400614
1280.594	7627.96334
1293.797	7591.215245
1306.998	7598.272955
1320.201	7556.281383
1333.402	7554.165917
1346.605	7514.11398
1359.807	7506.280565
1373.009	7497.486523
1386.21	7483.480807
1399.413	7471.97433
1412.614	7450.137794
1425.816	7435.592813
1439.019	7421.141454
1452.22	7413.6267
1465.423	7375.123195
1478.624	7355.052132
1491.826	7271.245107
1505.028	7335.424832
1518.231	7345.210289
1531.432	7315.953956
1544.635	7317.572302
1557.836	7307.212652
1571.039	7289.057622
1584.241	7275.565308
1597.442	7262.288628
1610.645	7210.408771
1623.847	7200.749621
1637.048	7186.611964
1650.25	7185.158176
1663.452	7163.260365
1676.655	7147.915254
1689.857	7143.602814
1703.058	7129.979912
1716.26	7130.813321
1729.463	7106.693688
1742.664	7089.615466
1755.867	7072.080836
1769.068	7058.321342
1782.27	7044.86457
1795.473	7036.14781
1808.674	7020.586602
1821.877	7004.711284
1835.078	7003.598544
1848.281	6984.861633
1861.483	6983.7689
1874.684	6958.862965
1887.887	6951.191642
1901.088	6946.085597
1914.291	6931.944541
1927.492	6915.085466
1940.694	6916.605304
1953.897	6895.450442
1967.098	6883.791575
1980.3	6893.74561
1993.503	6875.725245
2006.705	6862.822855
2019.906	6854.203256
2033.109	6830.079745
2046.31	6827.918998
2059.513	6818.162955
2072.715	6803.390387
2085.916	6800.501941
2099.118	6794.625877
2112.321	6795.507649
2125.523	6784.895292
2138.724	6781.637016
2151.927	6749.248738
2165.128	6739.584153
2178.331	6726.694525
2191.533	6733.277509
2204.734	6710.019478
2217.937	6714.951064
2231.139	6712.676792
2244.341	6696.3586
2257.542	6686.386258
2270.745	6674.148994
2283.946	6666.591344
2297.149	6662.370894
2310.351	6660.775094
2323.552	6648.505055
2336.755	6636.347284
2349.957	6627.963157
2363.158	6625.933371
2376.361	6617.374609
2389.562	6594.665559
2402.765	6624.543543
2415.966	6592.029986
2429.169	6579.273435
2442.37	6582.361031
2455.573	6558.416573
2468.774	6550.532267
2481.977	6579.652564
2495.178	6548.139758
2508.38	6540.281779
2521.583	6530.075155
2534.784	6519.830669
2547.986	6521.396756
2561.189	6516.728928
2574.391	6510.76541
2587.592	6513.963002
2600.794	6476.796454
2613.997	6499.536168
2627.199	6482.112145
2640.4	6463.953832
2653.602	6500.275812
2666.805	6491.2031
2680.006	6456.273559
2693.209	6453.925703
2706.41	6456.190338
2719.613	6447.944427
2732.815	6441.943621
2746.017	6441.205819
2759.219	6406.130345
2772.421	6423.031552
2785.623	6410.520029
2798.824	6409.760375
2812.026	6384.926268
2825.228	6393.094755
2838.431	6396.625296
2851.632	6391.76073
2864.835	6358.282223
2878.036	6396.638082
2891.238	6371.62819
2904.44	6338.905798
2917.643	6384.896448
2930.844	6339.990389
2944.047	6352.51482
2957.249	6346.944604
2970.45	6316.324453
2983.652	6337.54155
2996.854	6330.816184
3010.057	6313.081569
3023.258	6325.309236
3036.461	6312.561999
3049.663	6320.047484
3062.864	6306.627729
3076.066	6319.521118
3089.269	6300.591585
3102.47	6302.230988
3115.673	6272.950086
3128.874	6276.513238
3142.076	6278.950671
3155.279	6265.258956
3168.48	6288.315577
3181.683	6265.570738
3194.884	6258.411051
3208.087	6256.936799
3221.288	6262.010639
3234.49	6239.95707
3247.693	6239.469981
3260.895	6253.07348
3274.096	6231.711285
3287.299	6238.993468
3300.5	6231.266467
3313.702	6226.09545
3326.905	6211.62738
3340.107	6222.340147
3353.308	6205.645952
3366.511	6197.063879
3379.713	6226.320565
3392.914	6221.940831
3406.116	6206.817933
3419.318	6197.9028
3432.521	6194.387469
3445.722	6178.582283
3458.925	6184.718556
3472.126	6185.032214
3485.328	6158.67428
3498.531	6171.760015
3511.732	6164.753856
3524.935	6154.150302
3538.136	6181.175128
3551.338	6159.776279
3564.541	6143.2958
3577.742	6152.420267
3590.945	6143.940865
3604.147	6150.91021
3617.349	6151.496548
3630.55	6151.565902
3643.753	6129.426352
3656.954	6136.745668
3670.156	6132.763126
3683.359	6132.406237
3696.561	6116.618382
3709.762	6119.989706
3722.965	6120.878831
3736.167	6107.923995
3749.368	6095.693098
3762.571	6131.208221
3775.773	6083.436487
3788.975	6121.887105
3802.177	6099.096832
3815.378	6074.86438
3828.58	6115.229898
3841.783	6087.629272
3854.984	6077.922973
3868.187	6102.459757
3881.388	6092.413933
3894.59	6079.900217
3907.793	6093.961266
3920.994	6069.051807
3934.197	6095.224904
3947.398	6054.93137
3960.6	6085.891694
3973.802	6052.913621
3987.005	6091.355879
4000.207	6049.822496
4013.409	6072.050254
4026.61	6027.207699
4039.812	6076.404465
4053.015	6057.028396
4066.216	6030.283308
4079.418	6070.749082
4092.621	6044.924979
4105.822	6038.82438
4119.024	6020.593202
4132.227	6035.876635
4145.428	6014.561662
4158.63	6033.953719
4171.832	6008.048609
4185.035	6034.527122
4198.237	6021.232435
4211.439	5998.633266
4224.64	6037.215483
4237.842	6015.787991
4251.045	6008.264741
4264.247	6011.677363
4277.448	6001.292972
4290.651	5988.959019
4303.852	6038.638199
4317.055	6006.434008
4330.257	6006.145688
4343.458	6003.897541
4356.661	5987.697222
4369.863	6005.868477
4383.064	6006.798354
4396.266	5995.586103
4409.469	5991.178272
4422.67	5976.241628
