t	Imed
0	8077.924227
13.204	8069.390961
26.409	8077.061492
39.612	8071.092777
52.817	8051.555741
66.021	8033.052343
79.224	7983.270715
92.429	7977.05588
105.632	7949.662428
118.837	7932.566607
132.041	7876.50892
145.244	7843.909477
158.449	7819.673641
171.652	7796.24204
184.856	7771.733482
198.061	7745.949195
211.264	7707.595061
224.469	7688.410769
237.673	7659.657627
250.876	7648.037932
264.081	7584.623248
277.284	7562.833556
290.489	7541.060781
303.692	7511.711206
316.897	7479.652129
330.101	7466.288604
343.305	7436.237084
356.508	7408.309037
369.712	7398.45412
382.917	7369.006261
396.121	7315.972792
409.325	7296.414817
422.529	7279.177475
435.732	7254.228788
448.937	7238.05315
462.141	7218.043827
475.344	7196.154002
488.549	7167.145003
501.752	7156.943414
514.957	7131.464743
528.161	7090.18479
541.364	7078.105044
554.569	7053.500859
567.773	7038.177852
580.976	7013.120138
594.18	6997.592659
607.385	6975.691009
620.589	6960.491754
633.792	6931.167693
646.997	6914.787677
660.2	6883.121546
673.404	6871.557728
686.609	6851.173979
699.812	6831.529364
713.017	6815.804039
726.221	6794.493822
739.424	6785.167976
752.628	6758.588631
765.833	6750.394517
779.037	6727.899795
792.24	6697.310139
805.445	6677.329082
818.648	6660.650892
831.853	6646.932717
845.056	6631.200329
858.261	6612.867323
871.464	6604.610032
884.669	6585.523183
897.872	6569.322846
911.077	6566.580758
924.28	6526.052675
937.484	6511.269296
950.689	6502.277299
963.892	6485.608018
977.096	6475.325632
990.3	6461.954324
1003.505	6446.47422
1016.708	6427.671036
1029.912	6412.615205
1043.117	6396.517621
1056.32	6372.908156
1069.525	6365.13326
1082.729	6342.500221
1095.932	6328.435127
1109.137	6324.777604
1122.34	6307.423489
1135.544	6282.780033
1148.749	6284.433719
1161.953	6266.020463
1175.157	6261.992388
1188.36	6236.835963
1201.565	6219.678114
1214.768	6209.686388
1227.973	6201.641706
1241.176	6180.146843
1254.381	6171.508619
1267.584	6164.519114
1280.788	6147.816691
1293.993	6133.529566
1307.196	6128.291611
1320.401	6107.894158
1333.604	6097.881432
1346.808	6083.613123
1360.012	6076.193764
1373.216	6062.949106
1386.421	6052.958717
1399.624	6043.819558
1412.828	6025.017838
1426.033	6021.416994
1439.237	6014.946223
1452.44	5996.876149
1465.644	5983.948687
1478.848	5968.839417
1492.053	5961.499062
1505.257	5949.481163
1518.46	5932.751831
1531.665	5925.366946
1544.868	5914.412581
1558.073	5908.49651
1571.276	5897.210755
1584.48	5875.349466
1597.685	5861.424568
1610.889	5857.351533
1624.092	5850.695363
1637.297	5845.6739
1650.501	5828.739187
1663.704	5809.621181
1676.908	5802.789418
1690.113	5801.804155
1703.317	5791.70761
1716.521	5777.919398
1729.725	5763.30144
1742.928	5754.730272
1756.133	5750.891125
1769.336	5744.011881
1782.54	5729.033525
1795.744	5726.099198
1808.949	5713.203702
1822.152	5711.475695
1835.357	5706.518297
1848.561	5682.384682
1861.765	5676.019115
1874.968	5665.56998
1888.172	5659.704301
1901.377	5658.094035
1914.58	5645.744056
1927.785	5638.562231
1940.989	5627.305528
1954.192	5623.561068
1967.397	5604.024458
1980.6	5593.504944
1993.804	5584.46978
2007.008	5580.879676
2020.213	5570.869197
2033.417	5566.864361
2046.621	5554.404773
2059.824	5544.816162
2073.029	5544.334827
2086.232	5536.50604
2099.436	5532.839377
2112.64	5515.977534
2125.845	5511.996871
2139.049	5501.796038
2152.252	5496.588467
2165.456	5489.840933
2178.661	5477.816297
2191.864	5471.883572
2205.069	5460.492401
2218.273	5465.982644
2231.476	5453.582103
2244.681	5445.408339
2257.884	5438.749807
2271.088	5428.477881
2284.293	5420.017433
2297.496	5416.189417
2310.701	5404.975561
2323.904	5401.902337
2337.108	5401.286533
2350.313	5390.858318
2363.516	5382.831079
2376.721	5371.769095
2389.924	5366.77578
2403.128	5358.352624
2416.332	5359.221817
2429.537	5346.169499
2442.74	5339.968981
2455.945	5335.880032
2469.148	5336.073352
2482.353	5322.492435
2495.557	5312.960135
2508.76	5308.520204
2521.964	5298.422385
2535.169	5293.723972
