t	Imed
0	11926.70697
13.204	11926.57387
26.408	11914.70038
39.613	11873.7955
52.817	11848.61559
66.021	11755.11036
79.224	11671.14106
92.429	11555.5286
105.633	11512.35498
118.837	11429.66434
132.04	11243.70524
145.244	11174.91225
158.45	11087.39519
171.653	10980.36991
184.856	10926.21743
198.061	10826.98418
211.264	10767.05185
224.469	10677.4564
237.673	10590.87223
250.876	10527.98756
264.08	10384.2507
277.285	10295.18197
290.489	10253.17776
303.692	10187.0817
316.896	10111.16463
330.101	10062.70262
343.305	10008.20141
356.508	9938.599762
369.713	9870.15007
382.916	9822.124253
396.121	9706.350656
409.325	9641.624348
422.528	9596.762349
435.733	9533.232263
448.937	9484.736363
462.14	9439.271338
475.345	9372.038829
488.549	9324.982792
501.752	9289.105419
514.957	9244.574386
528.16	9152.621096
541.365	9116.351815
554.569	9059.514602
567.772	9033.7175
580.977	8982.987216
594.18	8949.381881
607.384	8910.887306
620.589	8869.108278
633.792	8843.041614
646.996	8784.034654
660.201	8706.856456
673.405	8670.667837
686.609	8617.294119
699.813	8593.628987
713.016	8560.08942
726.221	8534.862211
739.425	8505.805541
752.628	8475.032707
765.833	8444.750478
779.036	8407.015909
792.241	8350.593755
805.445	8326.037091
818.648	8286.958117
831.853	8252.925397
845.057	8228.543495
858.26	8195.300182
871.464	8175.39123
884.668	8147.863031
897.872	8118.485499
911.077	8097.372326
924.281	8036.484478
937.485	8025.861363
950.688	8001.154509
963.893	7975.570197
977.097	7948.414915
990.301	7934.422101
1003.504	7909.197219
1016.709	7885.41652
1029.912	7860.12353
1043.117	7837.067067
1056.32	7790.862962
1069.525	7768.148584
1082.728	7749.538736
1095.933	7718.883592
1109.137	7681.61299
1122.34	7673.473034
1135.544	7649.067933
1148.749	7635.536426
1161.952	7608.194018
1175.157	7591.191393
1188.361	7548.119785
1201.565	7533.532172
1214.768	7510.417686
1227.972	7481.898682
1241.177	7477.988642
1254.381	7466.133527
1267.584	7455.383613
1280.789	7429.587716
1293.993	7433.410511
1307.197	7415.521252
1320.4	7398.524598
1333.605	7366.315938
1346.808	7350.497275
1360.014	7329.844778
1373.216	7310.719411
1386.421	7300.997948
1399.625	7274.218763
1412.828	7256.587225
1426.032	7249.410314
1439.237	7258.366706
1452.441	7128.585201
1465.645	7239.567293
1478.848	7221.26554
1492.053	7209.331377
1505.257	7190.632766
1518.46	7173.349901
1531.664	7169.617343
1544.868	7167.51345
1558.073	7132.828569
1571.277	7114.053849
1584.48	7082.790567
1597.685	7102.028376
1610.888	7096.763927
1624.092	7064.747379
1637.297	7051.546349
1650.5	7040.093079
1663.705	7028.547592
1676.909	7013.660424
1690.113	6992.682183
1703.316	6984.513947
1716.52	6986.263088
1729.724	6962.744919
1742.929	6955.947404
1756.132	6941.379961
1769.336	6910.525878
1782.54	6904.922808
1795.745	6898.879591
1808.948	6892.509293
1822.152	6892.757488
1835.356	6875.478582
1848.561	6854.1013
1861.764	6846.346943
1874.968	6838.547109
1888.173	6797.803057
1901.376	6820.75452
1914.581	6860.83206
1927.785	6827.62649
1940.989	6798.083888
1954.193	6773.36324
1967.397	6773.44
1980.6	6750.729392
1993.805	6744.736042
2007.008	6741.259762
2020.212	6727.77365
2033.416	6723.736272
2046.621	6724.415976
2059.824	6718.226157
2073.029	6709.095546
2086.232	6696.862953
2099.437	6695.561941
2112.641	6681.247256
2125.844	6665.191932
2139.049	6658.275211
2152.252	6651.596703
2165.456	6665.773773
2178.661	6651.382063
2191.864	6641.414813
2205.069	6628.745128
2218.272	6626.349866
2231.477	6609.532522
2244.68	6595.930301
2257.885	6579.77015
2271.089	6581.648396
2284.292	6589.224144
2297.497	6578.488571
2310.701	6571.110639
2323.904	6567.620285
2337.109	6566.36274
2350.312	6539.653454
2363.516	6563.2702
2376.721	6542.651315
2389.925	6524.074212
2403.128	6515.93383
2416.333	6515.100199
2429.537	6504.519822
2442.741	6507.874152
2455.944	6503.745901
2469.149	6495.439955
2482.352	6482.424743
2495.557	6482.393676
2508.761	6472.193257
2521.964	6470.785683
2535.168	6465.265834
2548.372	6466.81267
2561.576	6466.019144
2574.781	6439.121106
2587.985	6436.199296
2601.189	6444.153768
2614.392	6437.930139
2627.597	6430.31457
2640.8	6437.408822
2654.004	6424.181957
2667.208	6426.566196
2680.413	6422.966379
2693.617	6406.040566
2706.82	6411.437502
2720.025	6407.055993
2733.228	6397.236524
2746.432	6387.007743
2759.637	6378.706936
2772.84	6371.344456
2786.045	6357.876405
2799.248	6356.734648
2812.453	6353.168655
2825.656	6334.096149
2838.861	6342.496523
2852.065	6335.859778
2865.268	6338.544803
2878.473	6341.273537
2891.677	6333.220502
2904.88	6329.217514
2918.085	6316.393534
2931.289	6318.419466
2944.492	6303.55708
2957.696	6307.420569
2970.901	6315.624304
2984.105	6302.745182
2997.308	6303.002903
3010.513	6295.816056
3023.716	6298.681921
3036.92	6283.446915
3050.124	6284.460587
3063.329	6284.598593
3076.533	6277.061111
3089.737	6268.65824
3102.94	6264.070176
3116.144	6262.244743
3129.349	6272.239882
3142.553	6276.29326
3155.757	6272.253929
3168.96	6259.493469
3182.165	6246.648813
3195.369	6236.801926
3208.572	6230.876337
3221.776	6239.686633
3234.981	6227.453373
3248.185	6225.496535
3261.388	6217.030052
3274.592	6218.122379
3287.797	6230.560385
3301	6227.387319
3314.204	6228.091277
3327.408	6217.214622
3340.613	6194.722398
3353.817	6217.012652
3367.021	6232.765384
3380.224	6200.333136
3393.429	6205.648623
3406.632	6189.152975
3419.837	6211.27292
3433.041	6203.157729
3446.245	6190.590197
3459.448	6182.88726
3472.653	6177.520873
3485.856	6178.639461
3499.06	6168.192015
3512.265	6176.555955
3525.469	6169.478606
3538.672	6170.30344
3551.876	6166.843512
3565.081	6150.198832
3578.285	6164.493247
3591.488	6159.348907
3604.693	6156.012018
3617.896	6171.918555
3631.101	6165.825663
3644.304	6161.326456
3657.508	6161.757454
3670.713	6159.396915
3683.917	6146.905029
3697.12	6134.896524
3710.325	6142.96281
3723.529	6136.599348
3736.732	6131.799071
3749.937	6132.150368
3763.141	6123.450602
3776.345	6119.103525
3789.548	6111.435988
3802.753	6119.187534
3815.956	6115.857019
3829.161	6105.817225
3842.364	6113.404751
3855.568	6120.294814
3868.773	6113.639527
3881.976	6120.699562
3895.181	6120.021034
3908.385	6106.390001
3921.589	6115.97032
3934.792	6112.868357
3947.997	6109.375987
3961.201	6089.117534
3974.404	6087.641966
3987.609	6091.549057
4000.813	6079.033375
4014.016	6085.565611
4027.22	6092.602177
4040.425	6100.345417
4053.628	6101.829087
4066.833	6087.579062
4080.036	6084.447194
4093.24	6069.464773
4106.445	6075.043268
4119.649	6068.732578
4132.852	6064.464682
4146.056	6061.344991
4159.261	6061.231153
4172.464	6059.367895
4185.669	6053.428426
4198.873	6053.127993
4212.076	6052.323109
4225.28	6035.847055
4238.485	6044.311921
4251.688	6045.208672
4264.892	6041.362166
4278.097	6044.607296
4291.3	6047.306177
4304.505	6063.894978
4317.709	6064.770077
4330.912	6047.931246
4344.116	6026.601567
4357.321	6053.32673
4370.525	6049.407613
4383.728	6035.411946
4396.933	6029.310924
4410.137	6035.647605
4423.34	6044.283498
4436.545	6040.354179
4449.748	6037.008971
4462.952	6033.203758
4476.157	6020.423219
4489.361	6032.155459
4502.565	6031.717733
4515.768	6024.743583
4528.972	6029.147538
4542.177	6021.896681
4555.38	6034.442003
4568.585	6025.930856
4581.788	6019.345345
4594.993	5980.682068
4608.196	5939.357467
4621.401	6021.843722
4634.604	6019.414745
4647.809	6016.959999
4661.013	6020.104865
4674.216	6014.02863
4687.421	6011.000596
4700.625	6021.672679
4713.828	6013.741552
4727.033	6015.505975
4740.237	6018.821147
4753.44	6010.338464
4766.644	6000.408752
4779.848	6015.69926
4793.053	6002.822578
4806.257	6002.984056
4819.46	6006.200964
4832.664	6011.903808
4845.869	6002.591328
4859.072	5999.93471
4872.276	5993.01643
4885.481	5998.322981
4898.685	5994.856327
4911.889	5969.803627
4925.092	6005.58984
4938.297	6005.575961
4951.5	5990.873496
4964.705	6016.441283
4977.909	6003.110061
4991.113	6020.071267
5004.316	6002.601908
5017.521	6009.409947
5030.724	5993.018535
5043.929	5982.820043
5057.133	5995.739325
5070.336	6023.085205
5083.54	5998.785917
5096.744	5993.242894
5109.948	6000.672139
5123.153	5997.044983
5136.356	5982.468163
5149.561	5981.538587
5162.764	5983.104154
5175.968	5978.911405
5189.173	5979.892426
5202.376	5975.194573
5215.58	5977.39613
5228.784	5979.386426
5241.989	5967.046812
5255.192	5959.806734
5268.397	5980.445807
5281.6	5978.583169
5294.805	5977.504118
5308.009	5982.884692
5321.212	5990.31658
5334.416	5978.196047
5347.621	5981.129261
5360.824	5958.222706
5374.029	5962.753953
5387.232	5965.127111
5400.437	5975.479726
5413.64	5964.697395
5426.844	5958.235911
