t	Imed
0	6898.654276
13.205	6893.438481
26.408	6891.653496
39.613	6887.997014
52.816	6875.812145
66.02	6826.153473
79.225	6799.670497
92.429	6770.803782
105.632	6744.756798
118.836	6727.184939
132.041	6695.5451
145.245	6678.518533
158.448	6651.913773
171.653	6623.308522
184.857	6594.983547
198.06	6551.978255
211.265	6534.117151
224.468	6504.735858
237.673	6485.971697
250.877	6461.047188
264.081	6434.425191
277.284	6416.199737
290.489	6393.193664
303.692	6373.499412
316.897	6351.292084
330.101	6306.123283
343.304	6283.36845
356.509	6265.401744
369.713	6249.836966
382.916	6226.677028
396.121	6213.237133
409.324	6187.946406
422.529	6168.115577
435.733	6150.366628
448.936	6136.706017
462.141	6100.899541
475.344	6085.606333
488.549	6060.498741
501.752	6040.987464
514.956	6033.303791
528.161	6013.483695
541.364	5997.257557
554.569	5979.33194
567.773	5962.871435
580.977	5942.556383
594.18	5905.113713
607.385	5889.376744
620.589	5880.588125
633.792	5866.287864
646.996	5844.299797
660.2	5832.889803
673.405	5813.728468
686.608	5806.958686
699.813	5788.151531
713.016	5767.360669
726.221	5742.185787
739.424	5728.214213
752.629	5713.681753
765.833	5700.145139
779.037	5687.754744
792.241	5675.282193
805.444	5661.573317
818.648	5644.974071
831.853	5630.936523
845.056	5620.208414
858.261	5592.601461
871.464	5578.160567
884.668	5569.655565
897.873	5558.981811
911.077	5541.219533
924.281	5527.00837
937.484	5520.885509
950.689	5503.488504
963.893	5489.970212
977.097	5475.543164
990.301	5457.132142
1003.504	5440.120769
1016.709	5432.042165
1029.912	5425.95296
1043.116	5406.102036
1056.321	5392.863416
1069.524	5383.68345
1082.728	5377.378579
1095.932	5363.049629
1109.137	5353.663439
1122.341	5332.426453
1135.545	5322.473287
1148.749	5315.083149
1161.952	5299.89302
1175.157	5288.402303
1188.36	5277.659646
1201.565	5266.006393
1214.768	5262.185233
1227.973	5250.503476
1241.177	5240.35276
1254.381	5219.030947
1267.585	5207.453463
1280.788	5201.075788
1293.992	5194.310334
1307.196	5186.264941
1320.401	5170.701825
1333.604	5169.1157
1346.809	5158.088223
1360.012	5147.972661
1373.217	5139.726407
1386.42	5115.019377
1399.625	5108.064812
1412.829	5101.980079
1426.032	5092.18379
1439.236	5081.867119
1452.44	5078.797768
1465.645	5065.726757
1478.849	5058.452474
1492.052	5051.069937
1505.257	5041.904749
1518.461	5020.987884
1531.664	5019.052338
1544.868	5011.742173
1558.073	5005.949617
1571.276	4992.499239
1584.481	4981.889994
1597.685	4982.93894
1610.888	4965.660525
1624.092	4958.448299
1637.296	4953.763555
1650.501	4940.786833
1663.704	4932.40741
1676.908	4921.91034
1690.112	4918.059015
1703.317	4903.318373
1716.52	4899.956415
1729.725	4890.095208
1742.928	4881.962257
1756.133	4876.35622
1769.336	4880.496915
1782.54	4858.532118
1795.745	4847.835613
1808.949	4844.226824
1822.152	4843.13815
1835.357	4831.990666
1848.56	4823.792818
1861.764	4815.153868
1874.969	4804.750803
1888.172	4801.523367
1901.377	4806.59168
1914.58	4784.480122
1927.785	4779.293574
1940.988	4776.973227
1954.193	4769.627906
1967.397	4759.328969
1980.6	4752.622633
1993.805	4746.640971
2007.009	4739.693542
2020.213	4732.035125
2033.416	4730.641295
2046.62	4715.681626
2059.825	4709.757925
2073.028	4707.28415
2086.233	4701.247776
2099.436	4688.862412
2112.64	4692.211822
2125.845	4682.696974
2139.049	4683.181771
2152.253	4672.998499
2165.456	4667.052934
2178.66	4650.022552
2191.864	4654.263489
2205.069	4643.231487
2218.272	4642.200306
2231.476	4631.208749
2244.681	4625.291589
2257.884	4620.793431
2271.088	4620.80718
2284.293	4606.857954
2297.498	4606.887922
2310.7	4595.172514
2323.904	4591.539724
2337.108	4586.244906
2350.313	4577.350983
2363.516	4574.962728
2376.721	4572.972102
2389.924	4563.657073
2403.128	4555.965126
2416.333	4555.679578
2429.537	4549.930884
2442.74	4549.219175
2455.944	4540.358727
2469.149	4532.805082
2482.352	4525.265074
2495.556	4524.592569
2508.761	4523.096855
2521.965	4509.918698
2535.169	4509.998541
2548.372	4505.007354
2561.577	4500.516204
2574.781	4492.917295
2587.984	4492.122491
2601.189	4490.777876
2614.392	4477.393134
2627.596	4480.491809
2640.801	4467.688641
2654.004	4468.439946
2667.208	4462.429975
2680.413	4455.287066
2693.617	4457.038244
2706.821	4446.063782
2720.024	4440.815162
2733.228	4436.029834
2746.433	4434.159458
2759.636	4430.723731
2772.841	4424.494409
2786.045	4421.183623
2799.248	4413.70554
2812.453	4412.817898
2825.657	4407.730828
2838.86	4397.921144
2852.064	4402.078371
2865.269	4389.801266
