t	Imed
0.001	9079.275552
15.001	9091.122303
30.002	9082.858255
45.002	9074.436074
60.002	9054.603373
75.001	9013.99015
90.001	8996.459333
105.001	8970.155985
120.002	8925.733004
135.002	8871.670337
150.001	8867.080842
165.002	8841.353593
180.002	8808.493535
195.001	8765.468602
210.002	8743.065269
225.001	8731.801286
240.002	8708.698433
255.002	8660.30624
270.002	8645.256011
285.002	8598.979293
300.001	8580.842573
315.001	8548.693513
330.001	8545.026883
345.002	8517.286423
360.001	8496.205405
375.002	8420.140346
390.001	8425.343278
405.001	8402.158425
420.002	8381.653217
435.002	8345.770155
450.001	8340.049769
465.002	8306.357882
480.002	8289.829205
495.001	8258.061638
510.002	8234.270043
525.002	8219.193082
540.002	8186.558734
555.002	8152.097429
570.001	8131.037797
585.002	8117.55861
600.002	8103.852572
615.001	8074.5862
630.002	8034.03627
645.001	8026.473994
660.001	8021.110126
675.002	8003.354944
690.001	7962.691
705.002	7956.902691
720.001	7943.290916
735.001	7915.068571
750.002	7895.751418
765.001	7876.731807
780.001	7866.025192
795.002	7826.463582
810.002	7814.060068
825.001	7800.922755
840.001	7783.030373
855.001	7761.942081
870.001	7752.983501
885.002	7726.905867
900.002	7719.763508
915.001	7691.497334
930.002	7677.238912
945.002	7663.004537
960.002	7650.897706
975.002	7619.838131
990.001	7608.898188
1005.002	7588.885189
1020.001	7583.683612
1035.002	7558.510127
1050.001	7530.283709
1065.002	7525.365312
1080.001	7511.527526
1095.002	7488.289072
1110.001	7467.561103
1125.002	7455.670874
1140.002	7452.394588
1155.001	7410.911209
1170.002	7400.097762
1185.001	7392.099809
1200.002	7375.935993
1215.002	7353.448291
1230.002	7353.2483
1245.001	7323.457924
1260.002	7310.628172
1275.001	7295.92071
1290.002	7281.978881
1305.001	7277.367112
1320.001	7264.113712
1335.002	7241.851753
1350.002	7225.386144
1365.002	7206.974678
1380.001	7207.749606
1395.002	7180.858318
1410.002	7167.001189
1425.001	7157.705177
1440.001	7146.621665
1455.002	7138.007839
1470.001	7112.591897
1485.002	7112.563115
1500.002	7094.768029
1515.001	7077.959948
1530.001	7059.139609
1545.001	7056.644424
1560.002	7042.063187
1575.002	7012.993889
1590.001	7014.355749
1605.002	6997.637102
1620.001	6989.401442
1635.001	6970.404657
1650.002	6961.622138
1665.002	6942.582044
1680.002	6938.819332
1695.001	6910.353892
1710.002	6898.459108
1725.001	6894.875374
1740.001	6878.330235
1755.002	6864.964731
1770.002	6846.276253
1785.001	6844.732803
1800.002	6826.475581
1815.001	6827.540485
1830.001	6812.900635
1845.002	6798.395664
1860.001	6787.291057
1875.002	6779.568038
1890.001	6774.242097
1905.001	6758.478206
1920.002	6741.655574
1935.002	6720.899422
1950.001	6710.08049
1965.002	6704.719119
1980.001	6698.997855
1995.002	6675.408735
2010.001	6668.352223
2025.002	6665.49275
2040.001	6665.465808
2055.002	6651.068566
2070.001	6634.435671
2085.002	6640.086942
2100.001	6627.387179
2115.002	6604.018141
2130.001	6602.890495
2145.001	6591.764865
2160.001	6578.363003
2175.002	6571.483173
2190.001	6567.304437
2205.002	6555.499654
2220.002	6541.311861
2235.001	6527.859813
2250.002	6531.589366
2265.002	6516.660637
2280.001	6505.4706
2295.002	6493.857309
2310.002	6486.884486
2325.001	6475.886106
2340.002	6470.165997
2355.001	6461.18522
2370.002	6451.424927
2385.001	6444.606856
2400.002	6438.750262
2415.002	6417.754332
2430.001	6408.776611
2445.002	6399.307643
2460.001	6401.622846
2475.001	6386.132183
2490.001	6375.131384
2505.002	6377.352912
2520.002	6363.736037
2535.002	6355.397088
2550.001	6353.165287
2565.002	6347.15108
2580.001	6338.650373
2595.002	6325.39367
2610.002	6309.658437
2625.002	6310.883038
2640.001	6301.974186
2655.002	6297.855223
2670.002	6283.517151
2685.002	6279.392281
2700.001	6266.027274
2715.001	6254.147945
2730.002	6254.173127
2745.001	6247.155642
2760.001	6232.807945
2775.001	6226.784477
2790.001	6218.571436
2805.001	6216.258098
2820.002	6218.229187
2835.002	6197.964174
2850.001	6201.289173
2865.001	6188.304461
2880.002	6172.782219
2895.001	6174.392494
2910.001	6159.892131
2925.002	6154.545754
2940.002	6149.825302
2955.002	6136.057868
2970.002	6133.240582
2985.001	6136.007641
3000.002	6126.039938
3015.001	6110.139579
3030.001	6110.841911
3045.002	6107.069893
3060.001	6102.398501
3075.001	6093.09498
3090.002	6079.344527
3105.001	6085.532839
3120.002	6072.440916
3135.001	6056.140794
3150.002	6057.092756
3165.002	6047.901587
3180.001	6050.428911
3195.001	6022.523057
3210.002	6026.390903
3225.002	6026.248605
3240.001	6019.111361
3255.002	6010.817321
3270.002	6007.595487
3285.002	6007.60877
3300.001	6001.293448
3315.002	5993.327297
3330.001	5987.564147
3345.001	5980.11499
