t	Imed
0.001	8479.362611
13.205	8474.128148
26.408	8472.319927
39.613	8473.793649
52.817	8472.900011
66.02	8460.702968
79.224	8452.546952
92.429	8414.557931
105.633	8410.091007
118.836	8402.75876
132.041	8382.844255
145.244	8368.608527
158.449	8327.991391
171.653	8340.204169
184.856	8299.625929
198.06	8272.790534
211.265	8291.33308
224.468	8276.348271
237.672	8266.989916
250.877	8239.114863
264.081	8225.272742
277.285	8162.791032
290.488	8145.80455
303.692	8079.045892
316.896	8110.653311
330.1	8101.982598
343.305	8064.324763
356.508	8033.023673
369.713	8027.053214
382.917	8006.973301
396.12	7976.942602
409.324	7956.872061
422.529	7931.619861
435.733	7920.727534
448.936	7892.750455
462.14	7856.786214
475.346	7822.176975
488.548	7826.84767
501.753	7786.98843
514.957	7767.438117
528.161	7738.126696
541.364	7714.516725
554.569	7731.369083
567.772	7724.656746
580.977	7695.348758
594.181	7681.771372
607.384	7683.402501
620.588	7629.719952
633.793	7570.342245
646.997	7611.854325
660.2	7605.273385
673.405	7567.64703
686.608	7543.096663
699.813	7515.172022
713.017	7529.670856
726.22	7504.713043
739.425	7507.639585
752.629	7473.866043
765.833	7464.608765
779.036	7444.413508
792.24	7423.046887
805.445	7418.992853
818.649	7416.382838
831.852	7384.241155
845.057	7399.401484
858.26	7360.473419
871.465	7333.776254
884.668	7287.920983
897.873	7255.554394
911.076	7287.031257
924.28	7276.134037
937.485	7282.272336
950.688	7236.274958
963.892	7249.875491
977.096	7242.324162
990.3	7223.759917
1003.505	7190.598174
1016.709	7121.731476
1029.913	7097.130568
1043.117	7093.903666
1056.32	7074.815223
1069.525	7060.634263
1082.728	7043.032022
1095.933	7041.183673
1109.136	7011.481071
1122.341	7001.685261
1135.544	6967.530225
1148.748	6948.091651
1161.953	6946.288019
1175.156	6933.010543
1188.361	6908.555379
1201.565	6902.424292
1214.768	6908.55796
1227.972	6893.34741
1241.177	6886.981826
1254.381	6878.923644
1267.584	6874.45596
1280.788	6827.430108
1293.993	6835.291191
1307.196	6817.937845
1320.4	6868.347992
1333.604	6891.263208
1346.808	6813.562167
1360.013	6796.279192
1373.217	6779.223222
1386.42	6762.022693
1399.625	6745.28352
1412.828	6720.605599
1426.032	6718.520996
1439.236	6699.701018
1452.441	6701.470759
1465.645	6683.216279
1478.848	6676.091037
1492.053	6666.944055
1505.256	6647.603762
1518.461	6647.067713
1531.664	6626.539816
1544.868	6622.951453
